Latitude,Longitude,Entry,Name,Type,startdate,enddate,Architecture,Sculpture,Painting,Mosaic,Artifact,BartoliDrawing,Commissioner,Excavator,Owner,Collector,Entry Text,Notes,,,,,,,,,,,,,,,
41.8324008,12.7547595,140,Colonna a Pantani. ,Unknown,1670,1676,yes,yes,no,no,yes,,,,,Camillo Massimo,"140. Colonna a Pantani. Alla Colonna, luogo tra Tivoli, e Frascati, in un campo arativo si trovarono diverse statue, sì di donne, come di uomini, frammenti di animali, quali avevano perso la loro prima pelle, ovvero finimento, per essere state in terreno forte, e quasi minerale. Benchè fossero malamente corrose; tuttavia si conoscevano essere di buonissima maniera, e di maestro eccellente. Furono comprate dall'eminentissimo Massimi (a).",,,,,,,,,,,,,,,,
41.9564761,12.4550696,141,Acqua Traversa [Maybe Villa of Lucius Verus?],Unknown,1650,1650,no,yes,no,no,no,,Menghini,,,Borghese,"141. Acqua Traversa. In occasione di risarcire le strade fuori di Roma nell'anno santo del 1650. sotto Innocenzo X., di sopra Acqua Traversa fu trovata una statua di Venere di maravigliosa bellezza; la quale ora si ritrova rotta, come fu trovata, nelle cantine della villa Borghese (b).",,,,,,,,,,,,,,,,
41.9565744,12.4544902,142,Nelle colline vicino Acqua Traversa,Hill,,,yes,no,no,no,no,,,,,,"142. Nelle colline vicino Acqua Traversa fu scoperto poco dopo, che si trovò la suddetta Venere, un condotto di piombo di larghezza da tre palmi, grosso un'oncia, del quale se ne cavò quaranta, e più mila libbre per il principe; senza di quello, che ne fu cavato da un cicoriaro, il quale si fece qualche comodità al suo paese, per la quale tra quei zizzi veniva stimato come un conte.",,,,,,,,,,,,,,,,
41.9561755,12.4547048,143,"[Villa of Lucius Verus,  ca 1674?]",Unknown,1670,1676,yes,yes,yes,no,no,,Bellori,,Borghese,Monsignor Febei,"143. Nel tempo di Clemente X. vicino dove fu cavata la suddetta Venere, per alcuni muri, che scorgevansi sopra terra, fu preso motivo di cavare dal capo mastro, che fece la fabbrica della chiesa di Monte santo alla piazza del Popolo; però col consenso del principe Borghese padrone del luogo. Vi si trovarono nove bellissimi busti, la più parte Lucj Veri (c), del quale si crede, che fesse così nobile villa; come anche degli Antonini, per esservisi trovate delle loro memorie. Vi fu trovato un bellissimo Ermeraclide, con altra statua a sedere di donna, che credo imperatrice: quali due statue furono donate con altri marmi a monsignor Febei. Altre cose più comode a trasportare, di nascosto furono vendute a diversi, in particolare una testa di Marco Aurelio bellissima al cardinale di . . .. Nel detto luogo per avanti servivano di ricovero a cacciatori molte stanze dipinte con lavori di stucco, le quali oggi sono ricoperte dalla terra. Vi fu trovata una bellissima conserva di acqua sotterranea, fatta in forma di corridori, tutta foderata di stucco così bianco, che pareva fatta oggi medesimo.",,,,,,,,,,,,,,,,
41.9290059,12.5034967,144,Monte delle Gioie. ,Hill,1644,1670,yes,no,yes,no,no,,Agostini,,,,"144. Monte delle Gioie. Al monte delle Gioje fuori di porta Salara si tentò in tempo d'Innocenzo X. di cavare, colla speranza di trovare un gran tesoro; ma riuscì vana: siccome anche nel tempo di Clemente IX. Bensì però nelle viscere di detto monte vi furono trovate stanze bellissime, tutte incollate di stucco, che rendevano maraviglia per la pulizia, e sito: anzi vi è fama, che vi siano degli spiriti, per quanto viene raccontato da uomini degni di fede; alli quali successe, che essendo andati in conversazione con molti amici per fare ivi una merenda; e fingendo di scongiurare gli spiriti, viddero, che la carrozza, quale era senza cavalli, che erano alla pastura, era guidata verso. fiume da mano invisibile, nel quale restò precipitata; ed a forza di bovi fu ritirata fuori. Ciò accadde a Tabarrino, macellaro a s. Eustachio, colli fratelli, li quali stanno alli due Macelli, alli quali restò impresso nel volto il grande spavento, che ebbero.",,,,,,,,,,,,,,,,
41.7582432,12.6207889,145,Frattocchie. ,Unknown,1644,1655,yes,yes,no,yes,yes,yes,Menghini,Francesco Barberini,Paolo Emilio,Francesco Barberini,"145. Frattocchie. Alle Frattocchie (a), osteria sotto Marino, vi sono grandissimi residui della villa di Paolo Emilio, che perciò corrottamente vien chiamato re Pavolo. Fu ne tempi, che il card. Francesco Barberini si trasferì in Francia, fatta cavare una piccola parte dal contestabile Colonna, ove in così poco sito trovò 19. statue di eccellente maniera, quali si può credere, che fossero delle spoglie di Perseo re di Macedonia, da lui debellato, e vinto. Tra queste vi fu la famosa deificazione di Claudio, la quale in occasione, che il signor cardinale si trasferì alla corte di Spagna, gliela portò a presentare (a). Restarono però alcune statue di eccellente maniera; e tra queste il bassorilievo della deificazione di Omero, opera singolarissima, la quale si vede murata in detto palazzo, ed intagliata dal Galestruzzi pittore fiorentino (b). Fu dopo molti anni dal cardinal Francesco Barberini messo di nuovo mano alla detta cava; ma non si poté proseguire per alcune differenze tra il detto eminentissimo, ed il signor contestabile: nondimeno per quel poco, che si cavò, ne riportò in Roma bellissimi pezzi di gran maniera greca. Vi fu trovata una parte di edifizio in forma circolare; nell'ingresso del quale vi erano due statue, una di donna in piedi, e l'altra di uomo rotta per terra: in faccia un'urna sepolcrale, la quale fu lasciata nel medesimo luogo, che veniva ad essere sotto l'altezza delle scale, le quali ascendevano al piano superiore, situate nel fianchi del teatro. Rese ammirazione, che le piccole stanzole laterali erano tutte foderate di lamine sottilissime di rame, inchiodate nel muro della medesima materia. Si scorgeva un grandissimo cortile tutto pavimentato di musaico, con li canali, per dove facevano scorrere l'acqua, per delizia del luogo; peperini lunghi 10., e 12. palmi. Si scopersero anche quantità di stanze sotterranee, le quali venivano credute alloggiamenti degli schiavi, dove si cavarono bellissime, e gran moli di marmo. Vi è fama, che anche al tempo di Paolo III. si trovassero bellissime cose. Si deve notare, che nel cavare fatto dal contestabile si trovarono tanti frammenti di figure, come nasi, dita, punte di piedi, e panni, che si sariano potute caricare delle carrettate. Di qui si può congetturare la ricchezza del luogo.",,,,,,,,,,,,,,,,
41.7469989,12.650262,146,Castel Gandolfo. ,Palace,1655,1667,yes,no,no,yes,no,,Agostini,,Alexander VII,Alexander VII,"146. Castel Gandolfo. Alla prima villeggiatura fatta da Alessandro VII. in Castel Gandolfo, un villano trovò un tempio sotterraneo, tutto lavorato di nobilissimi musaici; ma fu disgrazia, che un frate di s. Agostino fosse il primo a vederlo, che persuase al villano, quelle essere cose dei demoni; e che era ben fatto il guastarle: onde il detto senza perderci tempo lo disformò affatto. Vedutone un pezzo, dove vi era un corpo di Venerina, dall'antiquario Leonardo Agostini, fu presentata al papa; e saputone il caso, giustamente mandò il villano in galera: non sapendosi qual castigo fosse dato al frate.",,,,,,,,,,,,,,,,
41.7466004,12.6496188,147,Fu cavato nella vigna del principe Barberini a Castel Gandolfo.,Vineyard,1644,1655,yes,yes,no,no,yes,,Menghini,Innocent X,Innocent X,Camillo Massimo; Mazzarin,"147. Fu cavato nella vigna del principe Barberini a Castel Gandolfo, ove si crede, che fosse la villa di Domiziano (a). Si vedono rovine mirabili ancora in essere. Particolarmente accanto la strada delli Cappuccini scopersero in tempo d'Innocenzo X. marmi d'un tempio nobilissimo, lavorati al sommo della perfezione, e maraviglia. Si scoperse anche una scala quasi simile a quella, che si vidde alle Frattocchie; adornata di quattro bellissimi Fauni, ed una bell'ara, tutta di sottilissimi intagli, la quale fu portata al palazzo Mazzarini a monte Cavallo (a): li Fauni mi pare, che siano in casa Ghigi (b). Vi furono oltre ciò trovati frammenti infiniti, e busti, tutti di una medesima perfezione, ed eccellenza.",,,,,,,,,,,,,,,,
41.7172819,12.702503,148,Lago di Nemi.,Lake,1446,1446,no,no,no,no,yes,,Flavio Biondo,,,,"148. Lago di Nemi. Memoria bellissima, descritta da Biondo da Forlì (c), abbiamo d'una nave trovata nel suo tempo nel Lago di Nemi. Prospero Colonna il cardinale, essendo per eredità signore di questi due castelli, Nemore, e Cintiano; ed avendo da quelli di Nemore inteso alcuna volta dire, che erano in quel lago due navi annegate, che non erano così putride, ancorché se ne venissero a pezzi colle reti, che vi si erano a caso alcuna volta impicciate; o colle funi, che vi avevano apposta, per tirarle su, attaccate; né si potevano facilmente così intiere da tutti quei paesani tirare su nel secco; venne voglia al cardinale studiosissimo delle buone lettere, e delle istorie antiche, di voler vedere, e sapere a che cosa, ed a che proposito si fossero così gran navi gettate in così picciol lago , e circondato d'ogni intorno da altissimi monti, onde fu perciò chiamato Leon Battista Alberti gran geometra del tempo nostro, e che ha composti bellissimi libri d'architettura. Costui fece dunque le gare insieme in molti ordini alcune botti vuote, per potervi tenere su, quasi su ponti, alcune macchine, dove erano molti uncini di ferro, attaccati con lunghe funi, e tirate poi su con ingegni da maestri legnajuoli; e furono condotti da Genova alcuni marinari, che nuotavano come pesci, i quali attuffandosi giù nel fondo del lago sapevano dire la grandezza delle barche, e quante fossero le intiere, o le rotte; e vi attaccavano poi quelli tanti uncini di ferro. Essendo ne dunque legata una nella prora, e tirandosi su si spezzò, e ne venne su solo una parte; per la quale vennero da Roma i più belli ingegni della corte romana per vedere come era fatta. Essa era composta tutta di tavole grosse tre dita, d'un legno chiamato larice; e tutta intorno al di fuori era coperta d'una buona colla di color giallo, o purpureo; e sopra questa vi erano tante piastrelle di piombo, chiavate con spessi chiodi, non di ferro, ma di bronzo, che mantenevano la nave, e la colla intiere, e la difendeva no dall' acqua, e dalle piogge. Di dietro poi era talmente fatta, che non solo era sicura dall’acqua, ma si poteva dire e dal ferro, e dal fuoco. Era prima sopra il legno tutto disteso di buona creta, sparso tanto ferro liquefatto (sarà stato in altra maniera), che faceva una piastra, poco meno quanto era tutta la nave di tavole; ed in qualche luogo era grossa un dito, in alcun altro due; e sopra il ferro era anche un'altra impiastrazione di creta: e ci parve di vedere, che mentre era il ferro caldo, vi fosse su posta la creta; per essere talmente, così la creta di sotto, come quella di sopra, afferrata, e ristretta col ferro, che pareva ed il ferro, e la creta una medesima colla. Mentre che per trarre su questa nave si affaticava ciascuno molto, furono nel fondo del lago trovate alcune fistole, o tubi di piombo, lunghe due cubiti, e ben massicce, le quali si vedeva, che erano attaccate l'una all'altra, ed atte a gire molto in lungo. In ognuna di quelle erano scolpite belle lettere, i quali dimostravano (come pensiamo), che l'autore della nave fosse stato Tiberio Cesare: e giudicò Leon Battista Alberti, che dal bel fonte, ed abbondante, che scaturisce presso Nemore, e dove sono oggi li molini, si stendessero molte di quelle fistole di piombo infin nel mezzo del lago, per condurre acqua in servizio delle case suntuose, e belle, che noi crediamo, che fossero sopra queste navi edificate. Bella cosa, e quasi maravigliosa a vedere i chiodi grandi di bronzo d'un cubito lunghi, così intieri, e cosi puliti, che pareva, che allora appunto fossero da mano del maestro usciti (a).",,,,,,,,,,,,,,,,
41.8009533,12.7006935,149,Antico Tuscolo.,Unknown,1655,1667,yes,no,yes,no,yes,,Agostini,,,Unknown Jesuit,"149. Antico Tuscolo. Sopra Frascati nel bosco de' Camaldoli, in tempo di Alessandro VII., si dirupò una grossa quercia, sotto della quale fu trovato il sepolcro della famiglia Furia, fatto di grossissime pietre; entro ornato di fregio, con tavolozze di terra cotta dipinte, colle sue urne cinerizie, entro una delle quali si trovò una bellissima medaglia, ma subito fu presa da un Gesuita. Aveva la sua porta con fusti della medesima pietra, scolpitevi due teste, una per parte, e con lettere, le quali dimostravano essere fino del tempo della repubblica romana (b).",,,,,,,,,,,,,,,,
41.9773642,12.4941147,150,Grotta rossa.,Road,1623,1644,no,yes,no,no,no,,Compagno,,,Castel Gandolfo,"150. Grotta rossa. All'osteria di Grotta rossa in tempo d'Urbano VIII. un villano ritrovò una statua d'un Fiume a giacere, di pietra nera, la quale si vede oggi nel giardino del papa a Castel Gandolfo.",,,,,,,,,,,,,,,,
42.1269868,12.500696,151,Castel Nuovo.,Palace,1655,1667,yes,yes,no,no,yes,,Agostini,,Alexander VII,,"151. Castel Nuovo. In Castel Nuovo vi si sono trovate molte statue, colonne, monumenti antichissimi, oltre diverse figure di metallo, come successe in tempo di Alessandro VII., che uno di quei castellani, il quale portò in Roma una figura di quattro palmi, fu messo prigione, elevatogli la statua; senza dargli altra mercede, se non che la pena di galera, quando che avesse cavato per trovare altre cose.",,,,,,,,,,,,,,,,
42.106421,12.4453882,152,All'Isola. [City of Veii],Unknown,1655,1667,yes,yes,no,yes,yes,,Agostini,Cardinal Chigi,,Cardinal Chigi; Falconieri,"152. All'Isola. Incontro l'Isola presso Baccano si solleva un colle dirupato per ogni parte. Sotto di esso passa la Cremera, come vogliono la più parte de'moderni Antiquari. Sopra contiene una gran pianura, ridotta a cultura di grano; nella quale in tempo di papa Alessandro VII. si fece cavare dal cardinal Ghigi, ove si scoperse un bellissimo tempio di ordine ionico colle colonne striate. Nel fregio erano intagliati trofei di diverse armature antiche : sopra nella facciata del detto tempio vi era un sagrifizio coll'imperatore Antonino, e ministri, che conducevano al sagrifizio un ariete, ed un porco: ed ancorchè fossero per la caduta rotti, e laceri; vi erano nondimeno tutti li suoi pezzi, per poterli riattaccare. Si trovò un'ara di bellissime figure etrusche, alta da cinque palmi, la quale si conserva oggi nel palazzo dell' eminentissimo Ghigi. Si trovarono altre figure più grandi del naturale, che erano effigie d'imperatori, le quali furono ristorate; ma non so dove si trovino. Li marmi del tempio gli ebbe il Falconieri, per fabbricare la sua cappella a s. Giovanni de' Fiorentini, delli quali si vede gran parte anche oggi fuori della detta chiesa. Lontano dal detto luogo quasi mezzo miglio si disperse del grano seminato per cavare voti di terra cotta, dove si trovarono Priapi di diverse età, e complessioni, qual era di putto, qual di vecchio, che stava in riposo, altri minacciavano le stelle; così vi erano de'forti, orgogliosi, e giganteschi: in somma ve ne erano di tutte le sorti, e qualità, che ne fu piena Roma. Vi erano anche tutte le parti del corpo umano, come teste, mani, piedi, e mezzi piedi, dita, occhi, nasi, bocche, lingue, interiora, nature, e di tutto quanto si possa desiderare; e dico in quantità infinita, che si potrebbe per quello, che restava scoperto, caricarsi delle centinara di carrette, oltre quello, che stava nascosto sotto del terreno. Vi furono trovate della medesima terra cotta figure diverse, si di uomini, che di donne, cavalli, bovi, pecore, porci, figure di metallo, patere, ed altro, che come più preziose furono le più facili ad esser guaste; perché conobbi un cavatore, il quale messe in pezzi cose insigni, con pensiero, come fece, di farle fondere ad uso di manichi di coltelli. Tutti i luoghi nei solchi del grano si vedevano ripieni di pezzetti di marmi diversi, quantità di musaici, tavolozze, e tufi, le quali fecero credere, e non fuori di ragione, che fosse l'antico Veio. Nelle rupi del detto si vedono molti cunicoli, che camminano in infinito per quel monte, ed in una parte del dirupo di esso fra certi sterpi, e spini si vede una grossa colonna di africano, la quale ha di diametro da sette palmi. Nell'altro colle incontro poco da esso lontano, al più un miglio, nella tenuta detta la Vaccareccia delli signori Santa Croce, nel più alto di esso sull'orlo del precipizio del detto colle vi è una gran conserva d'acqua; ma non si scorge, se vi andava per condotto, ovvero se si servitiero della piovana. Vi viddi anche un monticello tondo, qual non può essere di diametro più di 40. palmi, che si conosce essere stato sepolcro, ovvero tempietto, per la quantità dei marmi, che vi si vedono attorno; il quale si conosce non essere stato ricercato, forse per la poca cognizione, che ne hanno li detti signori Santa Croce (a).",,,,,,,,,,,,,,,,
42.2914808,12.412456,153,Civita Castellana. ,Unknown,1682,1682,yes,no,no,no,yes,,Bellori,,,,"153. Civita Castellana. In quest'anno 1682. si è trasmesso da Civita Castellana in Roma un bellissimo vaso di porfido, del quale non si trova altro, che possa paragonarlo, così nella bellezza, simetria, e sottigliezza, che pare un miracolo di vedere tal lavoro. Fu trovato per quanto dicono, e non può essere altrimente, in una stanza sotterranea, la quale non aveva patito rovine; che perciò era sì bene conservato, siccome anche ripieno di cenere. Dissero, che vi erano al tre belle singolarità, delle quali se ne aspetta occasione di vederle.  ",,,,,,,,,,,,,,,,
42.4130832,12.4628686,154,Otricoli. ,Unknown,1644,1655,yes,no,no,no,yes,,Menghini,Giovanni Francesco Grimaldi,,,"154. Otricoli. In Otricoli, al tempo d'Innocenzo X., ebbe cura di far cavare alcune colonne corintie, parte in opera, altre di sotto terra, Gio. Francesco Grimaldi, insigne pittore bolognese, il quale raccontava, che nel levarsi un architrave di marmo cascò una quantità di monete di oro, e d'argento, la più parte nel Tevere, che gli passa di sotto; delle quali poche se ne poterono ricuperare, per esservi profondo più che in altri luoghi. Vi si scorgono quantità di edifizi, particolarmente nella strada vecchia, che conduceva nel sito dell' antica città; e sono ossature di bellissimi mausolei, spogliati del loro ornamenti di pietra. Vi si scorgono i vestigi di un piccolo, ma bello anfiteatro; e più sotto alla riva propria del fiume, un grande edifizio, che credo sia quello, ove furono levate le colonne (a). ",,,,,,,,,,,,,,,,
42.6374365,12.558453,155,Antica Carsoli.,Unknown,1656,1656,yes,no,no,no,yes,,Agostini,,,,"155. Antica Carsoli. A Carsoli, sotto Porcheria, vicino Acquasparta, città antichissima, e distrutta, si vede il portico di un bellissimo tempio corintio di grosse colonne, ed intiero; un Circo, ovvero Ippodromo, con un Arco di travertino. Al tempo del contaggio di Alessandro VII., nel quale ebbi occasione di passarvi, per essere il male a Terni, viddi quel luogo con mia grande ammirazione. Nell' istesso tempo, ovvero poco dopo, nel cavarsi fu trovata una cassa di terra cotta, piena di medaglie antiche; ma il curato di non so che chiesa parrocchiale vicina le fece fondere per farne le campane; ed alcune, che per disgrazia restarono, furono vendute dall'istesso parroco ad un farinello romano. Di poche, che erano di Trajano, ne furono cavati parecchi scudi. Mi pare, che un tal Giuseppe Orologi ne faccia menzione nel descrivere il legno fossile, che si trova in quelle vicinanze: libro dedicato al cardinal Francesco Barberini.",,,,,,,,,,,,,,,,
41.4573749,12.6602041,156,Nettuno. ,Unknown,1585,1655,yes,yes,no,no,yes,maybe,,,,Borghese; Pamphili,"156. Nettuno. In Nettuno, anticamente porto d'Anzio, vi fu trovato il famoso Gladiatore di Borghese (a), la Cibele de Panfili, con molte altre statue, che sono alla villa di Bel respiro, fuori di porta san Pancrazio. Vi si trovò gran quantità di marmi di diverse sorti, come colonne di grandezza considerabile, quantità di medaglie, lucerne di metallo figurate, ed ogn'altro più raro ornamento: anzi è fama comune, che il palazzo de' Costaguti sia quasi fondato sopra statue, per la quantità, che se ne scopersero, e nell'istesso luogo lasciate. Viene detto da persone degne di fede, che non si fa caso alcuno nello scoprirne, che fanno quei villani; ma che più tosto le lacerano, e ricuoprono (b).",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
